Date,Close,pct_return,log_return,rolling_std
2023-10-25,84.28,-0.009053497942386746,-0.009094729905882398,0.13196545727890024
2023-10-24,85.05,0.014311270125223707,0.014209830572653003,0.12999657380562823
2023-10-23,83.85,-0.00462962962962965,-0.004640379556502225,0.1243713608487469
2023-10-20,84.24,-0.009290838527578615,-0.00933426757198119,0.13811321288039027
2023-10-19,85.03,-0.009551543389633044,-0.009597451945783363,0.136752274318712
2023-10-18,85.85,-0.008431508431508528,-0.008467254670350064,0.13417316436401602
2023-10-17,86.58,-0.0020746887966806016,-0.002076843944839228,0.13263040633009102
2023-10-16,86.76,-0.00011524720525513121,-0.00011525384672456953,0.13314364854620814
2023-10-13,86.77,-0.007208237986270127,-0.007234342856091542,0.13710793113162575
2023-10-12,87.4,0.00011442956860063802,0.00011442302203696183,0.1354500094179763
2023-10-11,87.39,0.006333486872408978,0.0063135146293617815,0.13547111668921902
2023-10-10,86.84,0.016029016029016185,0.015901907832164632,0.1355413948574737
2023-10-09,85.47,-0.0046582042622569375,-0.004669087506466799,0.12238004007252451
2023-10-06,85.87,0.012021213906894701,0.011949533004158235,0.12650987643111214
2023-10-05,84.85,-0.0004711980209683997,-0.0004713090696411953,0.1169019712216091
2023-10-04,84.89,-0.007714786674459351,-0.007744699588326025,0.11833066344301083
2023-10-03,85.55,-0.012922579900773057,-0.013006802808051096,0.1186713491661295
2023-10-02,86.67,-0.003907596827950832,-0.003915251431679501,0.11992996302742086
2023-09-29,87.01,0.008343956426005272,0.008309338057716852,0.12125947559560918
2023-09-28,86.29,-0.0032343768048975763,-0.003239618707466068,0.11627775202859043
2023-09-27,86.57,0.0008092485549131556,0.0008089212898486265,0.1290212654293812
2023-09-26,86.5,-0.010750228728270805,-0.010808429930449474,0.13107873724239047
2023-09-25,87.44,-0.005233219567690628,-0.005246960822848264,0.12707014498238023
2023-09-22,87.9,0.009880514705882248,0.009832021583498713,0.12647950771169794
2023-09-21,87.04,-0.019378098242451514,-0.019568314956760632,0.125091480659482
2023-09-20,88.76,0.002484752654167588,0.0024816707603981837,0.10641036461904167
2023-09-19,88.54,-0.0037132890739282054,-0.003720200446388865,0.10664624379334113
2023-09-18,88.87,-0.00526080143272889,-0.0052746881735887706,0.11084289071748783
2023-09-15,89.34,-0.004900868790376434,-0.0049129174298134,0.10932793240169958
2023-09-14,89.78,0.00819764177428417,0.008164223618115462,0.11557550354930302
2023-09-13,89.05,0.0,0.0,0.1143196330291057
2023-09-12,89.05,0.00033700292069194226,0.0003369461479623571,0.1294389212362782
2023-09-11,89.02,0.006444318824194273,0.006423642981913795,0.13363216994275628
2023-09-08,88.45,0.001698754246885592,0.0016973129958799279,0.13192080991968444
2023-09-07,88.3,-0.011308923972679463,-0.011373356085880412,0.13531692563774878
2023-09-06,89.31,-0.0041257805530776626,-0.004134315068109817,0.13147531714191077
2023-09-05,89.68,-0.008403361344537674,-0.008438868645864484,0.131185268201288
2023-09-04,90.44,0.0031055900621117516,0.0031007776782481854,0.12867898341748843
2023-09-01,90.16,0.010422503642272707,0.010368563819460727,0.14669282244370577
2023-08-31,89.23,-0.007121397574273991,-0.007146875758222037,0.14069524122192625
2023-08-30,89.87,-0.0032165039929014094,-0.0032216880612387024,0.1414166274563032
2023-08-29,90.16,0.014743950478334211,0.014636315130860462,0.14322375595309325
2023-08-28,88.85,0.005887014604324614,0.005869753843619414,0.13484542083155412
2023-08-25,88.33,-0.004508058153950278,-0.004518250090205647,0.13209135529851337
